	id	Uniprot.accession	Protein.short.name	Gene.Names	Protein.Names	Log2.ratio.D3.D0.Repl1	Log2.ratio.D3.D0.Repl2	Log2.ratio.D6.D3.Repl1	Log2.ratio.D6.D3.Repl2	Log2.ratio.D9.D6.Repl.1	Log2.ratio.D9.D6.Repl.2	Log2.ratio.D12.D9.Repl1	Log2.ratio.D12.D9.Repl2	Log2.ratio.iPS.D12.Repl.1	Log2.ratio.iPS.D12.Repl.2	GOCC	GOBP	GOMF	KEGG	Protein.Descriptions
94	482	A2ASM3	A2ASM3	OTTMUSG00000013301	39S ribosomal protein L23, mitochondrial OS	NA	0.863	-0.208	1.159	0.11	0.054	-0.099	0.146	-0.633	-0.444	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;mitochondrion;membrane-bounded organelle;intracellular membrane-bounded organelle	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleotide binding;structural constituent of ribosome;structural molecule activity;binding		>tr|A2ASM3|A2ASM3_MOUSE MCG128338 OS=Mus musculus GN=OTTMUSG00000013301 PE=4 SV=1;>sp|O35972|RM23_MOUSE 39S ribosomal protein L23, mitochondrial OS=Mus musculus GN=Mrpl23 PE=2 SV=1
95	6811	Q9CQ06	RM24	Mrpl24	39S ribosomal protein L24, mitochondrial	0.794	0.842	0.336	0.194	-0.057	0.118	-0.154	-0.055	-0.665	-0.842	intracellular;mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q9CQ06|RM24_MOUSE 39S ribosomal protein L24, mitochondrial OS=Mus musculus GN=Mrpl24 PE=2 SV=1
96	4760	Q5SUY2	Q5SUY2	Mrpl27	39S ribosomal protein L27, mitochondrial OS	0.881	3.37	-0.042	-0.092	-0.123	0.045	-0.567	-0.707	-0.396	NA	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;mitochondrion;membrane-bounded organelle;intracellular membrane-bounded organelle	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>tr|Q5SUY2|Q5SUY2_MOUSE MCG50294 OS=Mus musculus GN=Mrpl27 PE=4 SV=1;>sp|Q99N92|RM27_MOUSE 39S ribosomal protein L27, mitochondrial OS=Mus musculus GN=Mrpl27 PE=2 SV=1
97	7115	Q9D1B9	RM28	Mrpl28	39S ribosomal protein L28, mitochondrial	0.732	1.523	0.636	0.064	-0.123	0.26	0.187	-0.201	-1.448	-1.093	intracellular;mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q9D1B9|RM28_MOUSE 39S ribosomal protein L28, mitochondrial OS=Mus musculus GN=Mrpl28 PE=2 SV=3
98	6757	Q99N95	RM03	Mrpl3	39S ribosomal protein L3, mitochondrial	0.689	0.582	0.266	0.141	0.153	-0.021	-0.179	-0.14	-0.521	-0.987	organellar large ribosomal subunit;intracellular;mitochondrion;mitochondrial large ribosomal subunit;ribosome;large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;mitochondrial part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q99N95|RM03_MOUSE 39S ribosomal protein L3, mitochondrial OS=Mus musculus GN=Mrpl3 PE=2 SV=1;>tr|D3Z456|D3Z456_MOUSE Mitochondrial ribosomal protein L3, isoform CRA_a OS=Mus musculus GN=Mrpl3 PE=3 SV=1
99	7217	Q9D7N6	RM30	Mrpl30	39S ribosomal protein L30, mitochondrial	0.715	NA	-0.373	0.782	0.462	0.021	NA	-0.326	0.326	-0.844	mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q9D7N6|RM30_MOUSE 39S ribosomal protein L30, mitochondrial OS=Mus musculus GN=Mrpl30 PE=2 SV=1
100	7351	Q9DCI9	RM32	Mrpl32	39S ribosomal protein L32, mitochondrial	0.835	1.287	1.744	0.041	-1.957	0.29	0.859	-0.338	-1.909	0.209	organellar large ribosomal subunit;mitochondrion;mitochondrial large ribosomal subunit;ribosome;large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;mitochondrial part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q9DCI9|RM32_MOUSE 39S ribosomal protein L32, mitochondrial OS=Mus musculus GN=Mrpl32 PE=2 SV=1
101	6870	Q9CQP0	RM33	Mrpl33	39S ribosomal protein L33, mitochondrial	-0.804	-0.27	0.125	0.49	-0.132	-0.211	-0.08	-0.207	-0.881	-0.722	intracellular;mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q9CQP0|RM33_MOUSE 39S ribosomal protein L33, mitochondrial OS=Mus musculus GN=Mrpl33 PE=2 SV=1
102	6755	Q99N91	RM34	Mrpl34	39S ribosomal protein L34, mitochondrial	-0.297	0.436	0.938	0.022	0.204	-0.308	-0.189	-0.28	-0.223	-0.439	organellar large ribosomal subunit;intracellular;mitochondrion;mitochondrial large ribosomal subunit;ribosome;large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;mitochondrial part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q99N91|RM34_MOUSE 39S ribosomal protein L34, mitochondrial OS=Mus musculus GN=Mrpl34 PE=2 SV=1
103	6139	Q8K2M0	RM38	Mrpl38	39S ribosomal protein L38, mitochondrial	2.182	0.75	-0.803	2.289	-0.377	0.417	-0.027	0.817	-0.966	-0.848	mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part				>sp|Q8K2M0|RM38_MOUSE 39S ribosomal protein L38, mitochondrial OS=Mus musculus GN=Mrpl38 PE=2 SV=2;>sp|Q8K2M0-2|RM38_MOUSE Isoform 2 of 39S ribosomal protein L38, mitochondrial OS=Mus musculus GN=Mrpl38
104	7364	Q9DCU6	RM04	Mrpl4	39S ribosomal protein L4, mitochondrial	0.951	0.34	-0.844	0.213	0.137	-0.511	-0.334	0.224	-0.72	-0.688	mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>sp|Q9DCU6|RM04_MOUSE 39S ribosomal protein L4, mitochondrial OS=Mus musculus GN=Mrpl4 PE=2 SV=1
105	303	A2AJ87	A2AJ87	Mrpl41	39S ribosomal protein L41, mitochondrial OS	0.857	0.985	0.19	-0.09	0.211	-0.319	-0.269	-0.019	-1.01	-1.106	mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit;organelle part;mitochondrial part;intracellular organelle part	translation;apoptosis;cell cycle;metabolic process;cell death;biosynthetic process;macromolecule biosynthetic process;cellular process;programmed cell death;death;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity		>tr|A2AJ87|A2AJ87_MOUSE MCG55255 OS=Mus musculus GN=Mrpl41 PE=4 SV=1;>sp|Q9CQN7|RM41_MOUSE 39S ribosomal protein L41, mitochondrial OS=Mus musculus GN=Mrpl41 PE=2 SV=1
106	6795	Q9CPV3	RM42	Mrpl42	39S ribosomal protein L42, mitochondrial	-0.677	-0.795	0.716	NA	-0.504	-0.059	0.167	-1.848	-3.51	0.404	mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part				>sp|Q9CPV3|RM42_MOUSE 39S ribosomal protein L42, mitochondrial OS=Mus musculus GN=Mrpl42 PE=2 SV=1
107	4729	Q99N89	RM43	Mrpl43	39S ribosomal protein L43, mitochondrial	NA	0.003	2.169	NA	-0.271	-0.231	-0.238	-0.932	0.246	-0.197	organellar large ribosomal subunit;mitochondrion;mitochondrial large ribosomal subunit;ribosome;large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;mitochondrial part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process			>sp|Q99N89|RM43_MOUSE 39S ribosomal protein L43, mitochondrial OS=Mus musculus GN=Mrpl43 PE=2 SV=1;>tr|Q5RL20|Q5RL20_MOUSE Mitochondrial ribosomal protein L43 OS=Mus musculus GN=Mrpl43 PE=2 SV=1
108	4176	Q3U0J0	Q3U0J0	Mrpl44	39S ribosomal protein L44, mitochondrial OS	1.498	1.071	-0.515	0.248	0.227	-0.048	-0.06	-0.126	-0.819	-0.692	intracellular;cell part;mitochondrion;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;RNA processing;nitrogen compound metabolic process;metabolic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;nucleic acid metabolic process	nucleic acid binding;RNA binding;double-stranded RNA binding;catalytic activity;nuclease activity;endonuclease activity;endoribonuclease activity;ribonuclease III activity;ribonuclease activity;binding;hydrolase activity;hydrolase activity, acting on ester bonds;endoribonuclease activity, producing 5'-phosphomonoesters;endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters		>tr|Q3U0J0|Q3U0J0_MOUSE MCG21676 OS=Mus musculus GN=Mrpl44 PE=2 SV=1;>sp|Q9CY73|RM44_MOUSE 39S ribosomal protein L44, mitochondrial OS=Mus musculus GN=Mrpl44 PE=1 SV=2;>sp|Q9CY73-2|RM44_MOUSE Isoform 2 of 39S ribosomal protein L44, mitochondrial OS=Mus mus
